Lower Bound +,Indicator Label,Lower Bound,Indicator Subcategory,Indicator Type Key,Indicator Unit,Upper Bound,Indicator Value,Upper Bound ,Lower Bound ,Upper Bound -,Panel,Panel Label,Panel_Label_Upper,Panel_Max_Year,Panel_Min_Year,Practice Goal,Practice Key,Practice Name,US_Indicator,Value_First_Last,Year
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Dietary Energy,GCS_FD_A,Kcal,,2725,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2001
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,70.47,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,70.5,1990
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,70.17,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1991
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,70.08,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1992
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,70.77,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1993
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,71.93,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1994
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,72.63,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1995
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,78.73,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2008
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,78.88,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2009
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,80.06,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2010
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,80.5,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2011
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,80.78,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2012
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,81.23,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,81.2,2013
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,75.08,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2002
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,75.41,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2003
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,75.63,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2004
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,76.07,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2005
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,76.79,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2006
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,78.11,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2007
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,73.09,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1996
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,73.4,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1997
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,73.94,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1998
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,74.52,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1999
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,75.04,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2000
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Protein,GCS_FD_B,Grams,,74.96,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2001
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,67.35,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,67.4,1990
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,66.85,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1991
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,67,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1992
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,67.29,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1993
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,68.56,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1994
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,69.35,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1995
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,80.14,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2008
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,80.91,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2009
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,81.74,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2010
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,82.41,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2011
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,82.83,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2012
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,82.76,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,82.8,2013
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,74.36,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2002
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,74.95,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2003
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,75.82,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2004
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,77.14,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2005
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,78.45,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2006
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,79.82,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2007
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,69.69,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1996
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,70.4,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1997
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,71.31,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1998
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,72.38,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,1999
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,73.55,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2000
,"Daily Per Capita Supply of Dietary Energy, Protein, & Fat",,Fat,GCS_FD_C,Grams,,73.41,,,,State,Food Supply,FOOD SUPPLY,2013,1990,Sustainable food systems conserve biodiversity while ensuring food and nutrition security now and in the future.,522,Food,Yes,,2001
,Total Area of Tree Cover,,Boreal,GCS_FR_A,M ha,,1219.309083,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,"1,219.3",1990
,Total Area of Tree Cover,,Boreal,GCS_FR_A,M ha,,1219.820383,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2000
,Total Area of Tree Cover,,Boreal,GCS_FR_A,M ha,,1218.855583,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2005
,Total Area of Tree Cover,,Boreal,GCS_FR_A,M ha,,1224.873383,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2010
,Total Area of Tree Cover,,Boreal,GCS_FR_A,M ha,,1224.451783,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,"1,224.5",2015
,Total Area of Tree Cover,,Temperate,GCS_FR_B,M ha,,617.997362,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,618.0,1990
,Total Area of Tree Cover,,Temperate,GCS_FR_B,M ha,,640.892411,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2000
,Total Area of Tree Cover,,Temperate,GCS_FR_B,M ha,,659.175995,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2005
,Total Area of Tree Cover,,Temperate,GCS_FR_B,M ha,,673.428995,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2010
,Total Area of Tree Cover,,Temperate,GCS_FR_B,M ha,,684.468176,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,684.5,2015
,Total Area of Tree Cover,,Tropical & Sub-Tropical,GCS_FR_C,M ha,,2290.962819,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,"2,291.0",1990
,Total Area of Tree Cover,,Tropical & Sub-Tropical,GCS_FR_C,M ha,,2194.88921,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2000
,Total Area of Tree Cover,,Tropical & Sub-Tropical,GCS_FR_C,M ha,,2154.710888,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2005
,Total Area of Tree Cover,,Tropical & Sub-Tropical,GCS_FR_C,M ha,,2117.370365,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,,2010
,Total Area of Tree Cover,,Tropical & Sub-Tropical,GCS_FR_C,M ha,,2090.213443,,,,State,Forest Extent,FOREST EXTENT,2015,1990,"A world enriched by extensive, resilient forest landscapes benefiting biodiversity, people and climate.",523,Forests,Yes,"2,090.2",2015
0.242495974,Freshwater Living Planet Index (LPI),0.242495974,,GCS_FW_A,Index,0.576782517,0.380474659,0.576782517,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,0.4,1995
0.223157418,Freshwater Living Planet Index (LPI),0.223157418,,GCS_FW_A,Index,0.533908001,0.352122241,0.533908001,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,1996
0.205263375,Freshwater Living Planet Index (LPI),0.205263375,,GCS_FW_A,Index,0.487089989,0.328967764,0.487089989,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,1997
0.180178550,Freshwater Living Planet Index (LPI),0.180178550,,GCS_FW_A,Index,0.434150649,0.295745624,0.434150649,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,1998
0.169685685,Freshwater Living Planet Index (LPI),0.169685685,,GCS_FW_A,Index,0.405370309,0.274969318,0.405370309,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,1999
0.161798566,Freshwater Living Planet Index (LPI),0.161798566,,GCS_FW_A,Index,0.384542466,0.262955914,0.384542466,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2000
0.101478076,Freshwater Living Planet Index (LPI),0.101478076,,GCS_FW_A,Index,0.347783752,0.184609576,0.347783752,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2013
0.103298724,Freshwater Living Planet Index (LPI),0.103298724,,GCS_FW_A,Index,0.360856168,0.192102094,0.360856168,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2014
0.104459571,Freshwater Living Planet Index (LPI),0.104459571,,GCS_FW_A,Index,0.363892958,0.194137661,0.363892958,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,0.2,2015
0.124978063,Freshwater Living Planet Index (LPI),0.124978063,,GCS_FW_A,Index,0.352223836,0.210888300,0.352223836,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2007
0.134538974,Freshwater Living Planet Index (LPI),0.134538974,,GCS_FW_A,Index,0.401554754,0.216375326,0.401554754,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2008
0.138225195,Freshwater Living Planet Index (LPI),0.138225195,,GCS_FW_A,Index,0.411966653,0.220770581,0.411966653,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2009
0.128052327,Freshwater Living Planet Index (LPI),0.128052327,,GCS_FW_A,Index,0.380576450,0.213986765,0.380576450,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2010
0.119194736,Freshwater Living Planet Index (LPI),0.119194736,,GCS_FW_A,Index,0.381174979,0.207388766,0.381174979,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2011
0.097007782,Freshwater Living Planet Index (LPI),0.097007782,,GCS_FW_A,Index,0.330843645,0.177552255,0.330843645,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2012
0.143999721,Freshwater Living Planet Index (LPI),0.143999721,,GCS_FW_A,Index,0.345772065,0.236904256,0.345772065,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2001
0.138520759,Freshwater Living Planet Index (LPI),0.138520759,,GCS_FW_A,Index,0.349813384,0.221353189,0.349813384,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2002
0.129996437,Freshwater Living Planet Index (LPI),0.129996437,,GCS_FW_A,Index,0.347705963,0.217839111,0.347705963,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2003
0.144682940,Freshwater Living Planet Index (LPI),0.144682940,,GCS_FW_A,Index,0.393484862,0.242414085,0.393484862,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2004
0.142604858,Freshwater Living Planet Index (LPI),0.142604858,,GCS_FW_A,Index,0.382677274,0.227145465,0.382677274,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2005
0.125198427,Freshwater Living Planet Index (LPI),0.125198427,,GCS_FW_A,Index,0.343383624,0.205685984,0.343383624,,,State,Freshwater Biodiversity,FRESHWATER BIODIVERSITY,2015,1995,Freshwater ecosystems and their services sustain people and nature.,525,Freshwater,Yes,,2006
,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,,Mangrove Extent,GCS_OC_A,M ha,,14.200494,,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,14.2,1996
,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,,Mangrove Extent,GCS_OC_A,M ha,,13.81105,,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2007
,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,,Mangrove Extent,GCS_OC_A,M ha,,13.832427,,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2008
,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,,Mangrove Extent,GCS_OC_A,M ha,,13.809892,,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2009
,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,,Mangrove Extent,GCS_OC_A,M ha,,13.683926,,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2010
,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,,Mangrove Extent,GCS_OC_A,M ha,,13.596815,,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2015
,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,,Mangrove Extent,GCS_OC_A,M ha,,13.592725,,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,13.6,2016
20.229118967,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,20.229118967,GBR Coral Cover,GCS_OC_B,%,34.190881033,27.21,34.190881033,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,27.2,1986
13.608154755,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,13.608154755,GBR Coral Cover,GCS_OC_B,%,38.045178578,25.826666667,38.045178578,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1987
16.590346585,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,16.590346585,GBR Coral Cover,GCS_OC_B,%,43.262986749,29.926666667,43.262986749,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1988
14.268396943,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,14.268396943,GBR Coral Cover,GCS_OC_B,%,29.858269724,22.063333333,29.858269724,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1989
15.037566168,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,15.037566168,GBR Coral Cover,GCS_OC_B,%,29.909100498,22.473333333,29.909100498,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1990
12.071942506,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,12.071942506,GBR Coral Cover,GCS_OC_B,%,28.274724160,20.173333333,28.274724160,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1991
13.140167017,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,13.140167017,GBR Coral Cover,GCS_OC_B,%,27.509832983,20.325,27.509832983,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2016
9.663348275,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,9.663348275,GBR Coral Cover,GCS_OC_B,%,32.716651725,21.19,32.716651725,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,21.2,2017
11.337664685,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,11.337664685,GBR Coral Cover,GCS_OC_B,%,25.409001982,18.373333333,25.409001982,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2010
