Lower Bound +,Indicator Label,Lower Bound,Indicator Subcategory,Indicator Type Key,Indicator Unit,Upper Bound,Indicator Value,Upper Bound ,Lower Bound ,Upper Bound -,Panel,Panel Label,Panel_Label_Upper,Panel_Max_Year,Panel_Min_Year,Practice Goal,Practice Key,Practice Name,US_Indicator,Value_First_Last,Year
6.458880221,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,6.458880221,GBR Coral Cover,GCS_OC_B,%,23.834453113,15.146666667,23.834453113,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2011
8.231049210,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,8.231049210,GBR Coral Cover,GCS_OC_B,%,23.288950790,15.76,23.288950790,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2012
9.708043852,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,9.708043852,GBR Coral Cover,GCS_OC_B,%,22.518622814,16.113333333,22.518622814,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2013
14.648190853,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,14.648190853,GBR Coral Cover,GCS_OC_B,%,19.541809147,17.095,19.541809147,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2014
11.325075647,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,11.325075647,GBR Coral Cover,GCS_OC_B,%,25.021591019,18.173333333,25.021591019,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2015
13.097920652,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,13.097920652,GBR Coral Cover,GCS_OC_B,%,24.642079348,18.87,24.642079348,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2004
15.308870023,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,15.308870023,GBR Coral Cover,GCS_OC_B,%,27.611129977,21.46,27.611129977,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2005
12.568239737,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,12.568239737,GBR Coral Cover,GCS_OC_B,%,25.478426929,19.023333333,25.478426929,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2006
13.740847313,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,13.740847313,GBR Coral Cover,GCS_OC_B,%,25.712486020,19.726666667,25.712486020,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2007
12.682472237,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,12.682472237,GBR Coral Cover,GCS_OC_B,%,25.264194430,18.973333333,25.264194430,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2008
13.700464249,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,13.700464249,GBR Coral Cover,GCS_OC_B,%,22.986202418,18.343333333,22.986202418,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2009
17.431190458,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,17.431190458,GBR Coral Cover,GCS_OC_B,%,26.875476208,22.153333333,26.875476208,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1998
17.857529011,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,17.857529011,GBR Coral Cover,GCS_OC_B,%,31.669137655,24.763333333,31.669137655,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1999
17.539515346,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,17.539515346,GBR Coral Cover,GCS_OC_B,%,33.267151320,25.403333333,33.267151320,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2000
16.132224013,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,16.132224013,GBR Coral Cover,GCS_OC_B,%,29.234442654,22.683333333,29.234442654,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2001
16.615260312,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,16.615260312,GBR Coral Cover,GCS_OC_B,%,30.924739688,23.77,30.924739688,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2002
13.703220340,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,13.703220340,GBR Coral Cover,GCS_OC_B,%,29.043446327,21.373333333,29.043446327,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,2003
13.911444149,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,13.911444149,GBR Coral Cover,GCS_OC_B,%,36.968555851,25.44,36.968555851,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1992
16.943133612,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,16.943133612,GBR Coral Cover,GCS_OC_B,%,28.236866388,22.59,28.236866388,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1993
17.674291439,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,17.674291439,GBR Coral Cover,GCS_OC_B,%,29.479041895,23.576666667,29.479041895,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1994
19.728283374,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,19.728283374,GBR Coral Cover,GCS_OC_B,%,23.898383293,21.813333333,23.898383293,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1995
18.989966960,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,18.989966960,GBR Coral Cover,GCS_OC_B,%,28.070033040,23.53,28.070033040,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1996
19.617715218,Total Mangrove Area & Great Barrier Reef (GBR) Coral Cover*,19.617715218,GBR Coral Cover,GCS_OC_B,%,25.222284782,22.42,25.222284782,,,State,Coastal Ecosystems,COASTAL ECOSYSTEMS,2017,1986,"Productive and resilient ocean ecosystems, sustaining human wellbeing and conserving biodiversity.",524,Oceans,Yes,,1997
1,Population Trends & Extinction Risk,1,Living Planet Index,GCS_WL_A,Index,1,1,1,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,1.0,1970
0.968906142,Population Trends & Extinction Risk,0.968906142,Living Planet Index,GCS_WL_A,Index,0.994246545,0.981921332,0.994246545,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1971
0.931225325,Population Trends & Extinction Risk,0.931225325,Living Planet Index,GCS_WL_A,Index,0.986652205,0.960639307,0.986652205,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1972
0.926917746,Population Trends & Extinction Risk,0.926917746,Living Planet Index,GCS_WL_A,Index,0.989944726,0.959626526,0.989944726,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1973
0.917637235,Population Trends & Extinction Risk,0.917637235,Living Planet Index,GCS_WL_A,Index,0.983906134,0.952020659,0.983906134,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1974
0.903646069,Population Trends & Extinction Risk,0.903646069,Living Planet Index,GCS_WL_A,Index,0.976789553,0.940692874,0.976789553,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1975
0.337816831,Population Trends & Extinction Risk,0.337816831,Living Planet Index,GCS_WL_A,Index,0.518968038,0.420289645,0.518968038,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,0.4,2012
0.381324656,Population Trends & Extinction Risk,0.381324656,Living Planet Index,GCS_WL_A,Index,0.526479415,0.449332908,0.526479415,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,2006
0.367245936,Population Trends & Extinction Risk,0.367245936,Living Planet Index,GCS_WL_A,Index,0.513123617,0.435877443,0.513123617,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,2007
0.366428120,Population Trends & Extinction Risk,0.366428120,Living Planet Index,GCS_WL_A,Index,0.520024858,0.437278146,0.520024858,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,2008
0.396648070,Population Trends & Extinction Risk,0.396648070,Living Planet Index,GCS_WL_A,Index,0.565132423,0.473833286,0.565132423,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,2009
0.379662709,Population Trends & Extinction Risk,0.379662709,Living Planet Index,GCS_WL_A,Index,0.548224460,0.456983839,0.548224460,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,2010
0.357817926,Population Trends & Extinction Risk,0.357817926,Living Planet Index,GCS_WL_A,Index,0.528129901,0.435163077,0.528129901,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,2011
0.423140315,Population Trends & Extinction Risk,0.423140315,Living Planet Index,GCS_WL_A,Index,0.547224503,0.483072672,0.547224503,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,2000
0.415258664,Population Trends & Extinction Risk,0.415258664,Living Planet Index,GCS_WL_A,Index,0.539461351,0.474332308,0.539461351,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,2001
0.396070652,Population Trends & Extinction Risk,0.396070652,Living Planet Index,GCS_WL_A,Index,0.522223915,0.455615707,0.522223915,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,2002
0.392045556,Population Trends & Extinction Risk,0.392045556,Living Planet Index,GCS_WL_A,Index,0.519204270,0.452366394,0.519204270,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,2003
0.393543115,Population Trends & Extinction Risk,0.393543115,Living Planet Index,GCS_WL_A,Index,0.524739974,0.455244717,0.524739974,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,2004
0.381124516,Population Trends & Extinction Risk,0.381124516,Living Planet Index,GCS_WL_A,Index,0.517047941,0.444668149,0.517047941,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,2005
0.495858237,Population Trends & Extinction Risk,0.495858237,Living Planet Index,GCS_WL_A,Index,0.624145731,0.558252267,0.624145731,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1994
0.489156713,Population Trends & Extinction Risk,0.489156713,Living Planet Index,GCS_WL_A,Index,0.618386783,0.552445528,0.618386783,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1995
0.477434086,Population Trends & Extinction Risk,0.477434086,Living Planet Index,GCS_WL_A,Index,0.606631372,0.540315286,0.606631372,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1996
0.470206871,Population Trends & Extinction Risk,0.470206871,Living Planet Index,GCS_WL_A,Index,0.600176137,0.532666256,0.600176137,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1997
0.458458680,Population Trends & Extinction Risk,0.458458680,Living Planet Index,GCS_WL_A,Index,0.587157576,0.520584939,0.587157576,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1998
0.439262575,Population Trends & Extinction Risk,0.439262575,Living Planet Index,GCS_WL_A,Index,0.565685645,0.500002846,0.565685645,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1999
0.566741916,Population Trends & Extinction Risk,0.566741916,Living Planet Index,GCS_WL_A,Index,0.693625805,0.629170985,0.693625805,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1988
0.561225514,Population Trends & Extinction Risk,0.561225514,Living Planet Index,GCS_WL_A,Index,0.694358456,0.626402736,0.694358456,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1989
0.554099457,Population Trends & Extinction Risk,0.554099457,Living Planet Index,GCS_WL_A,Index,0.686544559,0.619002388,0.686544559,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1990
0.538339070,Population Trends & Extinction Risk,0.538339070,Living Planet Index,GCS_WL_A,Index,0.668110739,0.601972952,0.668110739,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1991
0.528388839,Population Trends & Extinction Risk,0.528388839,Living Planet Index,GCS_WL_A,Index,0.659808355,0.592387582,0.659808355,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1992
0.516211306,Population Trends & Extinction Risk,0.516211306,Living Planet Index,GCS_WL_A,Index,0.646391152,0.579804120,0.646391152,,,State,Global Biodiversity,GLOBAL BIODIVERSITY,2018,1970,"The world’s most threatened and ecologically, economically and culturally important species are secure in the wild.",526,Wildlife,Yes,,1993
